prompt,temp,seq_len,gen_time,timestamp,ED_mean,ED_std,model,model_size,domain,rank,chkpt_id
"code: Explain what this code does:
def function_92(x): return x * 2",1.3,12,1773656943.2349877,2026-03-16T11:29:03.234991,0.8674004077911377,0.06184374541044235,mamba2-2.7b,2700000000,code,0,0
fiction: Which celestial object listed below has the greatest density? (Answer: D),1.3,128,1773656949.1397557,2026-03-16T11:29:09.139758,0.45770788192749023,0.19117265939712524,mamba2-2.7b,2700000000,fiction,1,0
"wiki: Generally prohibited in the West at large, school corporal punishment is not unusual in Alabama, with 27,260 public school students paddled at least one time, according to government data for the 2011–2012 school year.",1.3,29,1773656950.4660232,2026-03-16T11:29:10.466025,0.6554325222969055,0.14039990305900574,mamba2-2.7b,2700000000,wiki,2,0
"news: SEE: Virtual and augmented reality policy (Tech Pro Research) The XR1 features an ARM-based multi-core CPU, a vector processor, a GPU, and a dedicated AI engine for on-board processing.",1.3,128,1773656956.3401597,2026-03-16T11:29:16.340162,0.46250659227371216,0.14511334896087646,mamba2-2.7b,2700000000,news,3,0
"wiki: Jordan-Hare Stadium is the home field of the Auburn football team and seats up to 87,451.",1.3,128,1773656962.2087016,2026-03-16T11:29:22.208704,0.42373138666152954,0.17669476568698883,mamba2-2.7b,2700000000,wiki,4,0
"wiki: The Goodyear Tire and Rubber Company operates a large plant in Gadsden which employs about 1,400 people.",1.3,128,1773656968.0801685,2026-03-16T11:29:28.080170,0.5066156387329102,0.21399661898612976,mamba2-2.7b,2700000000,wiki,5,0
"wiki: In Latin America, Argentina was a stronghold for anarcho-syndicalism, where it became the most prominent left-wing ideology.",0.7,128,1773656973.953242,2026-03-16T11:29:33.953244,0.7843092679977417,0.1576780378818512,mamba2-2.7b,2700000000,wiki,6,0
"wiki: Ritualistic behavior: Unvarying pattern of daily activities, such as an unchanging menu or a dressing ritual.",0.7,128,1773656979.8269458,2026-03-16T11:29:39.826948,0.8118074536323547,0.1495385766029358,mamba2-2.7b,2700000000,wiki,7,0
"wiki: Anarchists were treated similarly in the Second International, being ultimately expelled in 1896.",1.0,128,1773656985.686582,2026-03-16T11:29:45.686584,0.6910383701324463,0.1771823614835739,mamba2-2.7b,2700000000,wiki,8,0
"news: 34 total views, 34 views today Share Us",1.0,73,1773656989.0974185,2026-03-16T11:29:49.097420,0.6755249500274658,0.17569656670093536,mamba2-2.7b,2700000000,news,9,0
"wiki: The Alabama Fever land rush was underway when the state was admitted to the Union, with settlers and land speculators pouring into the state to take advantage of fertile land suitable for cotton cultivation.",0.7,128,1773656994.9816632,2026-03-16T11:29:54.981665,0.846821129322052,0.15623126924037933,mamba2-2.7b,2700000000,wiki,10,0
